current_mean,current_std,current_min,current_max,speed_mean,speed_std,speed_min,speed_max,cur_spd_ratio_mean,cur_spd_ratio_std,cur_spd_ratio_min,cur_spd_ratio_max,source_file
-1.4572473677986677,0.9692557510775334,-1.0235006238493292,0.9672402850225656,0.9552598920824356,0.034714460363144205,0.9563187616334634,0.954727502482696,0.08976069103849366,0.8332444549337421,-0.7236686796699487,0.8449957885651155,110SPM_01
-1.3228975772557736,1.0023172970388308,-1.0235006238493292,0.8114780646859291,0.9556817815638561,0.03518526542388362,0.9547747094912611,0.9533835610778735,0.2544798038238517,0.9331000481266435,-0.71552457916728,0.6589164345056975,110SPM_01
-1.2032328071971785,1.0393727403386455,-0.9720874314700262,1.1035322278171227,0.9558399011453481,0.0383146004116712,0.956704774669014,0.954151527594915,0.40003355831935505,1.0462070625702529,-0.4395803873546566,1.0152907527004387,110SPM_01
-1.079471028096623,0.996536555509767,-0.9926527084217474,0.9996907475926983,0.9559849034110763,0.044720978291294476,0.9568977811867893,0.9560714438875186,0.5519485146982394,0.9149655348763378,-0.5566405339703547,0.8827459632737591,110SPM_01
-1.0699997482500496,0.989136387800631,-0.9669461122320958,0.9153195449103535,0.9552382841010423,0.028232685677360085,0.9557397420801376,0.952615594560832,0.5625538198072928,0.8940150991321107,-0.4035468341012712,0.7862840052223836,110SPM_01
-1.261651828800586,0.965950258906866,-1.018359304611399,0.9282997299384065,0.9545758596549777,0.038498595440403925,0.9540026834201599,0.954727502482696,0.3271657734969452,0.8250126701317296,-0.6895609934712229,0.7994793585348094,110SPM_01
-1.384980874407784,0.9269083221211829,-1.069772496990702,0.7595573245737169,0.9546609696805141,0.036781104350400655,0.9563187616334634,0.954727502482696,0.17730497202944268,0.7051814457155481,-0.9819062986021638,0.5880943542223794,110SPM_01
-1.4612676015434176,0.9428216546782235,-1.002935346897608,0.8893591748542474,0.9550118832983462,0.03598526861179244,0.9557397420801376,0.9539595359656545,0.08367918300048405,0.7539083977459228,-0.6065766975966683,0.7547827657534545,110SPM_01
-1.3373801901383393,0.9442254459650736,-1.0594898585148413,0.9023393598823004,0.9552441309665954,0.01602027543597707,0.9568977811867893,0.952615594560832,0.23574787603318598,0.7568337796905039,-0.9156067712002649,0.7663733931360109,110SPM_01
-1.1973001705946817,0.9259754155974447,-1.03378326232519,0.6881663069194252,0.9559640072220111,0.03369585559178516,0.9559327485979129,0.954727502482696,0.4084622760091777,0.6986542357409704,-0.7776401832171963,0.4984919448700932,110SPM_01
-1.1846252669827588,0.9969404202455835,-0.9823700699458868,1.0126709326207513,0.955530983274884,0.04449803772355526,0.9561257551156881,0.9543435192241753,0.4223567321194799,0.9164848711373367,-0.5016335849681275,0.9032321172733851,110SPM_01
-1.0569688864419773,0.9644426941151041,-1.0080766661355383,1.0386313026768574,0.9555372877212196,0.03331806824456264,0.956704774669014,0.9535755527071338,0.578996775338817,0.8176418404762245,-0.6325487916790042,0.9326452979895062,110SPM_01
-1.1734579510251184,0.9892890910709211,-1.0286419430872595,0.8244582497139822,0.9551886620073001,0.023498124154627462,0.9543886964557105,0.9533835610778735,0.4363330967814062,0.8945215226795957,-0.7547344523047614,0.6755467205245443,110SPM_01
-1.3326201217113949,1.0165694979344937,-0.9823700699458868,0.934789822452433,0.95443085738925,0.02830185810279162,0.9563187616334634,0.9528075861900923,0.24017098370664633,0.9795243691922542,-0.48852911577064617,0.8099025992061275,110SPM_01
-1.4221959548366212,0.9871042503645812,-1.0749138162286325,0.908829452396327,0.9546262952256659,0.036992412160408925,0.9570907877045646,0.9529995778193527,0.13134408362465652,0.8888296811250473,-1.0057956361807041,0.770968826223253,110SPM_01
-1.3518488438759568,1.0095821427163392,-0.9875113891838171,0.8309483422280086,0.9552196758158884,0.03316375549986471,0.9534236638668341,0.9516556364145301,0.2180356765377272,0.9563921534641333,-0.5124879113831594,0.68111080583736,110SPM_01
-1.2703064986677597,0.9848729859178279,-0.9618047929941655,1.032141210162831,0.9555089177127076,0.03874974133746105,0.9555467355623622,0.954151527594915,0.31767670469169995,0.8807041909526145,-0.3785628210482329,0.9271232722589965,110SPM_01
-1.1127915070852332,0.9500165235652959,-0.9103916006148625,0.9023393598823004,0.9558840322697,0.04435028328442942,0.9570907877045646,0.9551114857412167,0.5118843564156204,0.7715937039502018,-0.10554333917323398,0.7625184807222757,110SPM_01
-1.1036343079999686,0.9310441793402963,-0.8589784082355593,1.045121395190884,0.9557003898490093,0.036901725272958985,0.9557397420801376,0.952615594560832,0.5218150517050686,0.7154356721626831,0.18623227316114985,0.9448737592239719,110SPM_01
